MovieID,rating,Genres
In the Heat of the Night (1967),3.2,Drama|Mystery
Oliver! (1968),2.5,Musical
Midnight Cowboy (1969),4.07,Drama
French Connection,3.6, The (1971)
Rocky (1976),4.15,Action|Drama
Kramer Vs. Kramer (1979),4.07,Drama
Ordinary People (1980),3.88,Drama
Chariots of Fire (1981),3.79,Drama
Terms of Endearment (1983),3.91,Comedy|Drama
Out of Africa (1985),3.93,Drama|Romance
Last Emperor,2.91, The (1987)
Rain Man (1988),3.67,Drama
Driving Miss Daisy (1989),3.52,Drama
Take the Money and Run (1969),3.74,Comedy
Klute (1971),3.76,Drama|Mystery
Repo Man (1984),3.49,Comedy|Sci-Fi
Metropolitan (1990),3.82,Comedy
Labyrinth (1986),3.57,Adventure|Children's|Fantasy
Breakfast Club,3.8, The (1985)
Nightmare on Elm Street Part 2: Freddy's Revenge,3.76, A (1985)
Nightmare on Elm Street 3: Dream Warriors,2.89, A (1987)
Nightmare on Elm Street 4: The Dream Master,3.61, A (1988)
Nightmare on Elm Street 5: The Dream Child,3.13, A (1989)
Freddy's Dead: The Final Nightmare (1991),3.6,Horror
Friday the 13th (1980),3.55,Horror
Friday the 13th Part 2 (1981),3.66,Horror
Friday the 13th Part 3: 3D (1982),2.59,Horror
Friday the 13th: The Final Chapter (1984),3.2,Horror
Friday the 13th Part V: A New Beginning (1985),3.47,Horror
Friday the 13th Part VI: Jason Lives (1986),2.85,Horror
Friday the 13th Part VII: The New Blood (1988),2.44,Horror
Friday the 13th Part VIII: Jason Takes Manhattan (1989),2.85,Horror
Halloween (1978),3.11,Horror
Halloween II (1981),2.97,Horror
Halloween III: Season of the Witch (1983),3.71,Horror
Halloween 4: The Return of Michael Myers (1988),3.49,Horror
Halloween 5: The Revenge of Michael Myers (1989),3.14,Horror
Prom Night (1980),3.6,Horror
Hello Mary Lou: Prom Night II (1987),3.43,Horror
Prom Night III: The Last Kiss (1989),3.53,Horror
Prom Night IV: Deliver Us From Evil (1992),3.39,Horror
Child's Play (1988),3.08,Horror
Child's Play 2 (1990),3.34,Horror
Child's Play 3 (1992),3.36,Horror
Poltergeist (1982),3.3,Horror|Thriller
Poltergeist II: The Other Side (1986),2.69,Horror|Thriller
Poltergeist III (1988),3.71,Horror|Thriller
Exorcist,3.74, The (1973)
Exorcist II: The Heretic (1977),3.26,Horror
Exorcist III,3.23, The (1990)
Lethal Weapon (1987),3.49,Action|Comedy|Crime|Drama
Lethal Weapon 2 (1989),2.15,Action|Comedy|Crime|Drama
Lethal Weapon 3 (1992),3.69,Action|Comedy|Crime|Drama
Gremlins (1984),3.68,Comedy|Horror
Gremlins 2: The New Batch (1990),3.33,Comedy|Horror
Goonies,3.72, The (1985)
Mask of Zorro,3.7, The (1998)
Polish Wedding (1998),2.27,Comedy
This World,2.94, Then the Fireworks (1996)
Soylent Green (1973),2.73,Sci-Fi|Thriller
Metropolis (1926),2.45,Sci-Fi
Back to the Future Part II (1989),2.87,Comedy|Sci-Fi
Back to the Future Part III (1990),3.17,Comedy|Sci-Fi|Western
Poseidon Adventure,3.71, The (1972)
Freaky Friday (1977),2.75,Children's|Comedy
Absent Minded Professor,3.5, The (1961)
Apple Dumpling Gang Rides Again,3.32, The (1979)
Babes in Toyland (1961),3.75,Children's|Fantasy|Musical
Bambi (1942),3.83,Animation|Children's
Seven Samurai (The Magnificent Seven) (Shichinin no samurai) (1954),3.73,Action|Drama
Dangerous Liaisons (1988),4.07,Drama|Romance
Dune (1984),3.28,Fantasy|Sci-Fi
Last Temptation of Christ,3.42, The (1988)
Godfather: Part III,3.2, The (1990)
Rapture,3.15, The (1991)
Lolita (1997),3.82,Drama|Romance
Disturbing Behavior (1998),3.84,Horror|Thriller
Mafia! (1998),3.85,Comedy|Crime
Saving Private Ryan (1998),3.65,Action|Drama|War
Billy's Hollywood Screen Kiss (1997),3.43,Comedy|Romance
East Palace West Palace (Dong gong xi gong) (1997),2.83,Drama
$1,3.27,000
Barefoot Executive,3.71, The (1971)
Black Cauldron,3.37, The (1985)
Black Hole,3.11, The (1979)
Blackbeard's Ghost (1968),2.55,Children's|Comedy
Blank Check (1994),2.89,Children's|Comedy
Candleshoe (1977),2.25,Adventure|Children's|Comedy
Cat from Outer Space,3.73, The (1978)
Cheetah (1989),3.17,Adventure|Children's
Computer Wore Tennis Shoes,2.12, The (1970)
Condorman (1981),2.0,Action|Adventure|Children's|Comedy
D2: The Mighty Ducks (1994),2.79,Children's|Comedy
Darby O'Gill and the Little People (1959),3.31,Adventure|Children's|Fantasy
Devil and Max Devlin,3.78, The (1981)
Far Off Place,3.25, A (1993)
Flight of the Navigator (1986),2.6,Adventure|Children's|Sci-Fi
Gnome-Mobile,3.48, The (1967)
Great Mouse Detective,3.82, The (1986)
Happiest Millionaire,3.61, The (1967)
Herbie Goes Bananas (1980),2.41,Adventure|Children's|Comedy
Herbie Goes to Monte Carlo (1977),2.61,Adventure|Children's|Comedy
Hocus Pocus (1993),2.05,Children's|Comedy
Honey,3.38, I Blew Up the Kid (1992)
Honey,3.52, I Shrunk the Kids (1989)
Hot Lead and Cold Feet (1978),3.48,Comedy|Western
In Search of the Castaways (1962),3.08,Adventure|Children's
Incredible Journey,2.68, The (1963)
Negotiator,2.55, The (1998)
Parent Trap,3.69, The (1998)
BASEketball (1998),3.25,Comedy
Full Tilt Boogie (1997),3.56,Documentary
Governess,3.57, The (1998)
Seventh Heaven (Le Septi?e ciel) (1997),3.83,Drama|Romance
Roger & Me (1989),3.9,Comedy|Documentary
Purple Rose of Cairo,3.22, The (1985)
Out of the Past (1947),3.66,Film-Noir
Doctor Zhivago (1965),3.15,Drama|Romance|War
Fanny and Alexander (1982),3.33,Drama
Trip to Bountiful,3.57, The (1985)
Tender Mercies (1983),3.58,Drama
And the Band Played On (1993),3.93,Drama
'burbs,3.6, The (1989)
Fandango (1985),3.59,Comedy
Night Porter,4.3, The (Il Portiere di notte) (1974)
Mephisto (1981),3.58,Drama|War
Blue Velvet (1986),2.76,Drama|Mystery
Journey of Natty Gann,3.71, The (1985)
Jungle Book,2.85, The (1967)
Kidnapped (1960),2.8,Children's|Drama
Lady and the Tramp (1955),3.29,Animation|Children's|Comedy|Musical|Romance
Little Mermaid,3.5, The (1989)
Mighty Ducks,4.01, The (1992)
Muppet Christmas Carol,3.01, The (1992)
Newsies (1992),2.44,Children's|Musical
101 Dalmatians (1961),4.18,Animation|Children's
One Magic Christmas (1985),4.0,Drama|Fantasy
Peter Pan (1953),2.5,Animation|Children's|Fantasy|Musical
Popeye (1980),3.4,Adventure|Comedy|Musical
Rescuers Down Under,3.94, The (1990)
Rescuers,4.27, The (1977)
Return from Witch Mountain (1978),3.82,Children's|Sci-Fi
Return of Jafar,3.52, The (1993)
Return to Oz (1985),4.01,Adventure|Children's|Fantasy|Sci-Fi
Rocketeer,2.88, The (1991)
Shaggy D.A.,4.19, The (1976)
Sleeping Beauty (1959),3.3,Animation|Children's|Musical
Something Wicked This Way Comes (1983),3.7,Children's|Horror
Son of Flubber (1963),3.53,Children's|Comedy
Song of the South (1946),3.84,Adventure|Animation|Children's|Musical
Splash (1984),1.0,Comedy|Fantasy|Romance
Squanto: A Warrior's Tale (1994),3.0,Adventure|Drama
Steamboat Willie (1940),3.5,Animation|Children's|Comedy|Musical
Tall Tale (1994),1.0,Adventure|Children's
Tex (1982),2.0,Drama
Tron (1982),3.4,Action|Adventure|Fantasy|Sci-Fi
Swing Kids (1993),3.09,Drama|War
Halloween: H20 (1998),3.33,Horror|Thriller
L.A. Story (1991),3.0,Comedy|Romance
Jerk,3.52, The (1979)
Dead Men Don't Wear Plaid (1982),3.61,Comedy|Crime|Thriller
Man with Two Brains,3.47, The (1983)
Grand Canyon (1991),1.6,Crime|Drama
Graveyard Shift (1990),1.88,Horror|Thriller
Outsiders,2.0, The (1983)
Indiana Jones and the Temple of Doom (1984),3.61,Action|Adventure
Lord of the Rings,3.59, The (1978)
Nineteen Eighty-Four (1984),3.83,Drama|Sci-Fi
Dead Zone,3.74, The (1983)
Maximum Overdrive (1986),3.51,Horror
Needful Things (1993),2.78,Drama|Horror
Cujo (1983),2.5,Horror|Thriller
Children of the Corn (1984),3.75,Horror|Thriller
All Dogs Go to Heaven (1989),1.86,Animation|Children's
Addams Family,3.41, The (1991)
Ever After: A Cinderella Story (1998),2.71,Drama|Romance
Snake Eyes (1998),3.09,Action|Crime|Mystery|Thriller
First Love,4.02, Last Rites (1997)
Safe Men (1998),3.19,Comedy
Saltmen of Tibet,3.15, The (1997)
Atlantic City (1980),3.5,Crime|Drama|Romance
Autumn Sonata (H?tsonaten ) (1978),3.02,Drama
Who's Afraid of Virginia Woolf? (1966),2.56,Drama
Adventures in Babysitting (1987),2.0,Adventure|Comedy
Weird Science (1985),2.61,Comedy
Doctor Dolittle (1967),2.38,Adventure|Musical
Nutty Professor,2.94, The (1963)
Charlotte's Web (1973),3.0,Animation|Children's
Watership Down (1978),2.72,Animation|Children's|Drama|Fantasy
Secret of NIMH,2.8, The (1982)
Dark Crystal,3.33, The (1982)
American Tail,3.16, An (1986)
American Tail: Fievel Goes West,3.1, An (1991)
Legend (1985),2.59,Adventure|Fantasy|Romance
Sixteen Candles (1984),2.0,Comedy
Pretty in Pink (1986),2.87,Comedy|Drama|Romance
St. Elmo's Fire (1985),2.95,Drama|Romance
Clan of the Cave Bear,3.93, The (1986)
House (1986),2.74,Comedy|Horror
House II: The Second Story (1987),3.29,Comedy|Horror
Gods Must Be Crazy,3.46, The (1980)
Gods Must Be Crazy II,3.57, The (1989)
Air Bud: Golden Receiver (1998),3.37,Children's|Comedy
Avengers,3.71, The (1998)
How Stella Got Her Groove Back (1998),2.0,Drama|Romance
Slums of Beverly Hills,3.53, The (1998)
Best Man,2.72, The (Il Testimone dello sposo) (1997)
Chambermaid on the Titanic,3.43, The (1998)
Henry: Portrait of a Serial Killer,3.45, Part 2 (1996)
Henry: Portrait of a Serial Killer (1990),3.52,Crime|Horror
Rosemary's Baby (1968),2.92,Horror|Thriller
NeverEnding Story,3.79, The (1984)
NeverEnding Story II: The Next Chapter,3.89, The (1990)
Attack of the Killer Tomatoes! (1980),2.51,Comedy|Horror
Surf Nazis Must Die (1987),3.44,Drama
Your Friends and Neighbors (1998),3.79,Drama
Return to Paradise (1998),3.96,Drama|Romance
Blade (1998),3.28,Action|Adventure|Horror
Dance with Me (1998),3.59,Drama|Romance
Dead Man on Campus (1998),2.5,Comedy
Wrongfully Accused (1998),3.24,Action|Comedy
Next Stop,3.48, Wonderland (1998)
Strike! (a.k.a. All I Wanna Do,3.81, The Hairy Bird) (1998)
Navigator: A Mediaeval Odyssey,2.38, The (1988)
Beetlejuice (1988),3.11,Comedy|Fantasy
D??Vu (1997),1.87,Drama|Romance
Rope (1948),3.75,Thriller
Family Plot (1976),4.14,Comedy|Thriller
Frenzy (1972),3.59,Thriller
Topaz (1969),3.78,Thriller
Torn Curtain (1966),3.92,Thriller
Marnie (1964),3.57,Thriller
Wrong Man,3.48, The (1956)
Man Who Knew Too Much,2.49, The (1956)
Trouble with Harry,2.63, The (1955)
I Confess (1953),2.0,Thriller
Strangers on a Train (1951),4.5,Film-Noir|Thriller
Stage Fright (1950),3.8,Mystery|Thriller
54 (1998),3.42,Drama
I Married A Strange Person (1997),3.83,Animation
Why Do Fools Fall In Love? (1998),4.01,Drama
Merry War,3.13, A (1997)
See the Sea (Regarde la mer) (1997),2.37,Drama
Willow (1988),2.98,Action|Adventure|Fantasy
Untouchables,2.62, The (1987)
Dirty Work (1998),3.9,Comedy
Knock Off (1998),3.11,Action
Firelight (1997),3.7,Drama
Modulations (1998),2.93,Documentary
Phoenix (1998),3.94,Crime|Drama
Under Capricorn (1949),4.33,Drama
Paradine Case,3.13, The (1947)
Lifeboat (1944),3.0,Drama|Thriller|War
Shadow of a Doubt (1943),2.85,Film-Noir|Thriller
Saboteur (1942),2.85,Thriller
Mr. & Mrs. Smith (1941),4.23,Comedy
Suspicion (1941),4.16,Mystery|Thriller
Jamaica Inn (1939),3.22,Drama
Lady Vanishes,3.25, The (1938)
Young and Innocent (1937),3.81,Crime|Thriller
Sabotage (1936),3.12,Thriller
Secret Agent (1936),2.93,Thriller
Man Who Knew Too Much,4.03, The (1934)
Waltzes from Vienna (1933),3.21,Comedy|Musical
Number Seventeen (1932),2.2,Thriller
Rich and Strange (1932),2.93,Comedy|Romance
Skin Game,3.25, The (1931)
Elstree Calling (1930),3.27,Comedy|Musical
Juno and Paycock (1930),3.73,Drama
Murder! (1930),2.0,Mystery|Thriller
Manxman,3.42, The (1929)
Blackmail (1929),3.37,Thriller
Champagne (1928),3.31,Comedy
Farmer's Wife,3.74, The (1928)
Downhill (1927),3.55,Drama
Easy Virtue (1927),3.61,Drama
Ring,2.79, The (1927)
Lodger,4.21, The (1926)
Mountain Eagle,3.87, The (1926)
Pleasure Garden,3.69, The (1925)
Always Tell Your Wife (1923),2.78,Comedy
Rounders (1998),3.85,Crime|Drama
Cube (1997),2.9,Sci-Fi|Thriller
Digging to China (1998),4.28,Drama
Let's Talk About Sex (1998),4.0,Drama
One Man's Hero (1999),3.88,Drama|War
Simon Birch (1998),4.31,Drama
Without Limits (1998),3.24,Drama
Seven Beauties (Pasqualino Settebellezze) (1976),2.85,Comedy|Drama
Swept Away (Travolti da un insolito destino nell'azzurro mare d'Agosto) (1975),3.32,Comedy|Drama
My Bodyguard (1980),2.78,Drama
Class (1983),2.77,Comedy
Grandview,3.66, U.S.A. (1984)
Broadcast News (1987),2.76,Comedy|Drama|Romance
Allnighter,1.69, The (1987)
Working Girl (1988),2.95,Comedy|Drama
Stars and Bars (1988),3.51,Comedy
Married to the Mob (1988),3.59,Comedy
Say Anything... (1989),2.97,Comedy|Drama|Romance
My Blue Heaven (1990),2.48,Comedy
Men Don't Leave (1990),2.93,Drama
Cabinet of Dr. Ramirez,2.89, The (1991)
Hero (1992),3.27,Comedy|Drama
Toys (1992),2.95,Action|Comedy|Fantasy
Choices (1981),3.0,Drama
Young Doctors in Love (1982),2.39,Comedy
Parasite (1982),2.03,Horror|Sci-Fi
No Small Affair (1984),1.91,Comedy|Romance
Master Ninja I (1984),1.77,Action
Blame It on Rio (1984),1.66,Comedy|Romance
Wisdom (1986),3.29,Action|Crime
One Crazy Summer (1986),2.58,Comedy
About Last Night... (1986),1.97,Comedy|Drama|Romance
Seventh Sign,2.77, The (1988)
We're No Angels (1989),3.47,Drama
Nothing But Trouble (1991),2.65,Adventure|Comedy
Butcher's Wife,3.69, The (1991)
Mortal Thoughts (1991),3.75,Mystery|Thriller
Few Good Men,2.23, A (1992)
Indecent Proposal (1993),3.35,Drama
Century of Cinema,3.57, A (1994)
Permanent Midnight (1998),3.84,Drama
One True Thing (1998),4.13,Drama
Rush Hour (1998),3.3,Action|Thriller
Lilian's Story (1995),3.96,Drama
Six-String Samurai (1998),2.67,Action|Adventure|Sci-Fi
Soldier's Daughter Never Cries,2.86, A (1998)
Somewhere in the City (1997),3.77,Drama
Ronin (1998),2.83,Action|Crime|Thriller
Urban Legend (1998),3.57,Horror|Thriller
Clay Pigeons (1998),2.34,Crime
Monument Ave. (1998),3.16,Crime
Pecker (1998),3.69,Comedy|Drama
Sheltering Sky,3.54, The (1990)
Bandit Queen (1994),2.53,Drama
If.... (1968),3.18,Drama
Fiendish Plot of Dr. Fu Manchu,2.88, The (1980)
Them! (1954),2.65,Sci-Fi|Thriller|War
Thing,2.1, The (1982)
Player,3.25, The (1992)
Stardust Memories (1980),3.39,Comedy|Drama
Edward Scissorhands (1990),2.8,Drama|Romance
Overnight Delivery (1996),3.15,Romance
Shadrach (1998),2.95,Drama
Antz (1998),3.07,Animation|Children's
Impostors,3.2, The (1998)
Night at the Roxbury,3.42, A (1998)
What Dreams May Come (1998),2.68,Drama|Romance
Strangeland (1998),2.12,Thriller
Battle of the Sexes,3.59, The (1959)
Producers,3.38, The (1968)
History of the World: Part I (1981),3.62,Comedy
My Cousin Vinny (1992),2.96,Comedy
Nashville (1975),3.4,Drama|Musical
Love Is the Devil (1998),2.78,Drama
Slam (1998),2.83,Drama
Holy Man (1998),3.11,Comedy
One Tough Cop (1998),3.14,Action|Drama
Detroit 9000 (1973),3.14,Action|Crime
Inheritors,3.36, The (Die Siebtelbauern) (1998)
Mighty,3.63, The (1998)
2010 (1984),3.08,Mystery|Sci-Fi
Children of a Lesser God (1986),3.59,Drama
Elephant Man,3.65, The (1980)
Beloved (1998),4.0,Drama
Bride of Chucky (1998),3.61,Horror|Thriller
Practical Magic (1998),3.36,Drama|Romance
Alarmist,3.04, The (1997)
Happiness (1998),3.83,Comedy
Reach the Rock (1997),3.6,Comedy
Apt Pupil (1998),4.0,Drama|Thriller
Pleasantville (1998),2.8,Comedy
Soldier (1998),2.54,Action|Adventure|Sci-Fi|Thriller|War
Cruise,3.06, The (1998)
Life Is Beautiful (La Vita ?bella) (1997),2.35,Comedy|Drama
Orgazmo (1997),1.53,Comedy
Shattered Image (1998),2.1,Drama|Thriller
Tales from the Darkside: The Movie (1990),2.65,Horror
Vampires (1998),1.68,Horror
American History X (1998),3.25,Drama
Hands on a Hard Body (1996),3.36,Documentary
Living Out Loud (1998),3.44,Comedy|Romance
Belly (1998),2.31,Crime|Drama
Gods and Monsters (1998),3.38,Drama
Siege,2.48, The (1998)
Waterboy,3.22, The (1998)
Elizabeth (1998),2.35,Drama
Velvet Goldmine (1998),2.1,Drama
I Still Know What You Did Last Summer (1998),1.83,Horror|Mystery|Thriller
I'll Be Home For Christmas (1998),3.46,Comedy|Romance
Meet Joe Black (1998),2.62,Romance
Dancing at Lughnasa (1998),2.02,Drama
Hard Core Logo (1996),3.46,Comedy
Naked Man,3.9, The (1998)
Runaway Train (1985),2.77,Action|Adventure|Drama|Thriller
Desert Bloom (1986),3.28,Drama
Stepford Wives,3.43, The (1975)
Pope of Greenwich Village,2.63, The (1984)
Sid and Nancy (1986),2.98,Drama
Mona Lisa (1986),2.41,Comedy|Thriller
Heart Condition (1990),3.46,Comedy
Nights of Cabiria (Le Notti di Cabiria) (1957),3.3,Drama
Big Chill,3.35, The (1983)
Enemy of the State (1998),2.29,Action|Thriller
Rugrats Movie,3.12, The (1998)
Bug's Life,2.27, A (1998)
Celebrity (1998),4.5,Comedy
Central Station (Central do Brasil) (1998),3.6,Drama
Savior (1998),3.33,Drama
Waking Ned Devine (1998),2.92,Comedy
Celebration,2.0, The (Festen) (1998)
Pink Flamingos (1972),3.05,Comedy
Glen or Glenda (1953),1.78,Drama
Godzilla (Gojira) (1954),2.43,Action|Sci-Fi
Godzilla (Gojira) (1984),3.86,Action|Sci-Fi
King Kong vs. Godzilla (Kingukongu tai Gojira) (1962),3.51,Action|Sci-Fi
King Kong (1933),2.74,Action|Adventure|Horror
King Kong (1976),2.86,Action|Adventure|Horror
King Kong Lives (1986),4.14,Action|Adventure|Horror
Desperately Seeking Susan (1985),4.0,Comedy|Romance
Emerald Forest,3.6, The (1985)
Fletch (1985),3.36,Comedy
Fletch Lives (1989),2.84,Comedy
Red Sonja (1985),2.33,Action|Adventure
Gung Ho (1986),3.54,Comedy|Drama
Money Pit,2.6, The (1986)
View to a Kill,4.14, A (1985)
Lifeforce (1985),3.82,Horror|Sci-Fi
Police Academy (1984),4.67,Comedy
Police Academy 2: Their First Assignment (1985),2.88,Comedy
Police Academy 3: Back in Training (1986),2.86,Comedy
Police Academy 4: Citizens on Patrol (1987),3.34,Comedy
Police Academy 5: Assignment: Miami Beach (1988),2.98,Comedy
Police Academy 6: City Under Siege (1989),2.78,Comedy
Babe: Pig in the City (1998),3.67,Children's|Comedy
Home Fries (1998),3.87,Comedy|Romance
Jerry Springer: Ringmaster (1998),3.95,Drama
Very Bad Things (1998),2.96,Comedy|Crime
Steam: The Turkish Bath (Hamam) (1997),2.06,Drama|Romance
Psycho (1998),1.79,Crime|Horror|Thriller
Little Voice (1998),1.84,Comedy
Simple Plan,3.06, A (1998)
Jack Frost (1998),3.47,Comedy|Drama
Star Trek: Insurrection (1998),3.23,Action|Sci-Fi
Prince of Egypt,3.15, The (1998)
Rushmore (1998),2.63,Comedy
Shakespeare in Love (1998),2.35,Comedy|Romance
Mass Appeal (1984),2.31,Drama
Miracle on 34th Street (1947),3.02,Drama
Santa Claus: The Movie (1985),2.24,Adventure|Children's|Fantasy
Prancer (1989),2.37,Children's|Drama
Pale Rider (1985),3.42,Western
Rambo: First Blood Part II (1985),3.47,Action|War
First Blood (1982),3.71,Action
Rambo III (1988),2.95,Action|War
Jewel of the Nile,2.83, The (1985)
Romancing the Stone (1984),2.84,Action|Adventure|Comedy|Romance
Cocoon (1985),3.04,Comedy|Sci-Fi
Cocoon: The Return (1988),2.53,Comedy|Sci-Fi
Rocky II (1979),2.85,Action|Drama
Rocky III (1982),1.89,Action|Drama
Rocky IV (1985),1.94,Action|Drama
Rocky V (1990),3.6,Action|Drama
Clue (1985),3.39,Comedy|Mystery
Young Sherlock Holmes (1985),3.03,Action|Adventure|Mystery
Violets Are Blue... (1986),3.22,Drama|Romance
Back to School (1986),3.9,Comedy
Heartburn (1986),3.5,Comedy|Drama
Nothing in Common (1986),2.78,Comedy
Extremities (1986),2.83,Drama|Thriller
Karate Kid,2.94, The (1984)
Karate Kid,2.23, Part II
Karate Kid III,2.23, The (1989)
Christmas Vacation (1989),3.5,Comedy
You've Got Mail (1998),3.29,Comedy|Romance
General,2.22, The (1998)
Theory of Flight,3.36, The (1998)
Thin Red Line,3.18, The (1998)
Faculty,1.7, The (1998)
Mighty Joe Young (1998),3.0,Adventure|Children's|Drama
Mighty Joe Young (1949),3.4,Adventure|Children's|Drama
Patch Adams (1998),2.74,Comedy|Drama
Stepmom (1998),2.59,Drama
Civil Action,3.11, A (1998)
Down in the Delta (1998),3.04,Drama
Hurlyburly (1998),3.78,Drama
Tea with Mussolini (1999),3.0,Comedy
Wilde (1997),3.95,Drama
Outside Ozona (1998),2.42,Drama|Thriller
Affliction (1997),3.2,Drama
Another Day in Paradise (1998),2.11,Drama
Hi-Lo Country,3.78, The (1998)
Hilary and Jackie (1998),3.6,Drama
Playing by Heart (1998),4.32,Drama|Romance
24 7: Twenty Four Seven (1997),3.42,Comedy|Drama
At First Sight (1999),3.42,Drama
In Dreams (1999),2.67,Thriller
Varsity Blues (1999),4.0,Comedy|Drama
Virus (1999),2.0,Horror|Sci-Fi
Garbage Pail Kids Movie,3.29, The (1987)
Howard the Duck (1986),3.5,Adventure|Children's|Sci-Fi
Gate,3.79, The (1987)
Gate II: Trespassers,3.85, The (1990)
Boy Who Could Fly,3.17, The (1986)
Fly,3.11, The (1958)
Fly,3.61, The (1986)
Fly II,3.0, The (1989)
Running Scared (1986),3.85,Action|Comedy
Armed and Dangerous (1986),2.96,Comedy|Crime
Texas Chainsaw Massacre,2.96, The (1974)
Texas Chainsaw Massacre 2,2.73, The (1986)
Leatherface: Texas Chainsaw Massacre III (1990),3.04,Horror
Return of the Texas Chainsaw Massacre,2.0, The (1994)
Ruthless People (1986),3.0,Comedy
Trick or Treat (1986),3.71,Horror
Deadly Friend (1986),3.95,Horror
Belizaire the Cajun (1986),3.62,Drama
Name of the Rose,2.61, The (1986)
Jumpin' Jack Flash (1986),3.02,Action|Comedy|Romance|Thriller
Peggy Sue Got Married (1986),3.93,Comedy|Romance
Crocodile Dundee (1986),3.26,Adventure|Comedy
Crocodile Dundee II (1988),2.83,Adventure|Comedy
Tough Guys (1986),3.17,Comedy
Soul Man (1986),2.72,Comedy
Color of Money,4.09, The (1986)
52 Pick-Up (1986),2.6,Action|Mystery|Thriller
Heartbreak Ridge (1986),4.22,Action|War
Firewalker (1986),3.88,Adventure
Three Amigos! (1986),3.91,Comedy|Western
Gloria (1999),4.09,Drama|Thriller
Dry Cleaning (Nettoyage ?sec) (1997),3.1,Drama
My Name Is Joe (1998),1.93,Drama|Romance
Still Crazy (1998),3.01,Comedy|Romance
Day of the Beast,2.68, The (El D? de la bestia) (1995)
Tinseltown (1998),3.32,Comedy
She's All That (1999),3.89,Comedy|Romance
24-hour Woman (1998),3.0,Drama
Blood,3.69, Guts
Peeping Tom (1960),3.65,Drama|Horror|Thriller
Spanish Fly (1998),3.35,Drama
Payback (1999),2.75,Action|Thriller
Simply Irresistible (1999),4.09,Comedy|Romance
20 Dates (1998),3.08,Comedy
Harmonists,3.57, The (1997)
Last Days,3.43, The (1998)
Fantastic Planet,3.41, The (La Plan?e sauvage) (1973)
Blast from the Past (1999),2.75,Comedy|Romance
Message in a Bottle (1999),3.51,Romance
My Favorite Martian (1999),2.0,Comedy|Sci-Fi
God Said 'Ha!' (1998),3.27,Comedy
Jawbreaker (1999),3.54,Comedy
October Sky (1999),3.25,Drama
Office Space (1999),3.03,Comedy|Romance
Apple,2.46, The (Sib) (1998)
200 Cigarettes (1999),2.67,Comedy|Drama
8MM (1999),2.83,Thriller
Other Sister,3.2, The (1999)
Breakfast of Champions (1999),3.54,Comedy
Breaks,3.16, The (1999)
Eight Days a Week (1997),2.34,Comedy
Just the Ticket (1999),1.89,Comedy|Romance
Long Goodbye,3.83, The (1973)
Ballad of Narayama,3.34, The (Narayama Bushiko) (1982)
Pet Sematary (1989),2.87,Horror
Pet Sematary II (1992),3.19,Horror
Children of the Corn II: The Final Sacrifice (1993),3.98,Horror
Children of the Corn III (1994),3.32,Horror
Christine (1983),2.76,Horror
Night Shift (1982),3.15,Comedy
House on Haunted Hill (1958),2.92,Horror
Airport (1970),2.76,Drama
Airport 1975 (1974),3.76,Drama
Airport '77 (1977),1.77,Drama
Rollercoaster (1977),2.77,Drama|Thriller
Towering Inferno,3.29, The (1974)
Alligator (1980),3.09,Action|Horror|Sci-Fi
Meteor (1979),3.17,Sci-Fi
Westworld (1973),3.9,Action|Sci-Fi|Thriller|Western
Logan's Run (1976),3.36,Action|Adventure|Sci-Fi
Planet of the Apes (1968),3.86,Action|Sci-Fi
Beneath the Planet of the Apes (1970),3.08,Action|Sci-Fi
Battle for the Planet of the Apes (1973),3.91,Action|Sci-Fi
Conquest of the Planet of the Apes (1972),3.42,Action|Sci-Fi
Escape from the Planet of the Apes (1971),3.21,Action|Sci-Fi
Avalanche (1978),2.62,Action
Earthquake (1974),2.53,Action
Concorde: Airport '79,3.74, The (1979)
Beyond the Poseidon Adventure (1979),4.0,Adventure
Dancemaker (1998),3.66,Documentary
Analyze This (1999),3.19,Comedy
Corruptor,3.86, The (1999)
Cruel Intentions (1999),2.69,Drama
Lock,3.4, Stock & Two Smoking Barrels (1998)
Six Ways to Sunday (1997),3.14,Comedy
School of Flesh,4.06, The (L' ?ole de la chair) (1998)
Relax... It's Just Sex (1998),3.12,Comedy
Deep End of the Ocean,2.6, The (1999)
Harvest (1998),3.6,Drama
Rage: Carrie 2,4.06, The (1999)
Wing Commander (1999),3.39,Action|Sci-Fi
Haunting,3.0, The (1963)
Dead Ringers (1988),3.96,Drama|Thriller
My Boyfriend's Back (1993),3.67,Comedy
Village of the Damned (1960),3.14,Horror|Sci-Fi|Thriller
Children of the Damned (1963),3.39,Horror|Sci-Fi|Thriller
Baby Geniuses (1999),3.7,Comedy
Telling You (1998),2.95,Comedy|Drama|Romance
I Stand Alone (Seul contre tous) (1998),4.22,Drama
Forces of Nature (1999),3.86,Comedy|Romance
King and I,3.14, The (1999)
Ravenous (1999),2.18,Drama|Horror
True Crime (1999),3.69,Crime|Thriller
Bandits (1997),3.73,Drama
Beauty (1998),3.0,Drama
Empty Mirror,3.76, The (1999)
King and I,2.16, The (1956)
Doug's 1st Movie (1999),3.07,Animation|Children's
EDtv (1999),3.0,Comedy
Mod Squad,3.07, The (1999)
Among Giants (1998),2.71,Drama|Romance
Walk on the Moon,3.71, A (1999)
Matrix,3.5, The (1999)
